index,phrase,recording_id,start,duration,channel,language,speaker,gloss,lemmata,fst_normalized,num_raw_variants,token_count
1875,ingganona niri,HH20220326-3,141.245,1.86,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] trough[NOM,PL]",ŋgá nɔn íɾí,íŋgá_nɔ́nà níɾí,1,3
1876,ingganona nili ndoba,HH20220719-2,1351.62,1.76,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] market[NOM,PL] tomorrow[]",ŋgá nɔn ìlí nd̪ɔ̀bà,íŋgá_nɔ́nà nìlí nd̪ɔ̀bà,1,3
1877,ingganona nijo ndoba,HH20220719-2,1799.08,1.81,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] shepherd[NOM,PL] tomorrow[]",ŋgá nɔn ìjɔ̀ nd̪ɔ̀bà,íŋgá_nɔ́nà nìjɔ̀ nd̪ɔ̀bà,1,3
1878,ingganona nijo,HH20220326-3,270.51,1.81,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] shepherd[NOM,PL]",ŋgá nɔn ìjɔ̀,íŋgá_nɔ́nà nìjɔ̀,1,3
1879,ingganona nideno ndoba,HH20220714,162.9,1.99,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] rabbit/hare[ACC,PL] tomorrow[]",ŋgá nɔn ŋìðɛ̀ní nd̪ɔ̀bà,íŋgá_nɔ́nà ɲìðɛ̀nɔ́ nd̪ɔ̀bà,1,3
1880,ingganona nideno,HH20220326-2,272.091,1.73,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] rabbit/hare[ACC,PL]",ŋgá nɔn ŋìðɛ̀ní,íŋgá_nɔ́nà ɲìðɛ̀nɔ́,1,3
1881,ingganona nicolo ndoba,HH20211004,102.22,3.44,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] brown.squirrel[NOM,PL] tomorrow[]",ŋgá nɔn ŋ̀cɔ́lɔ̀ nd̪ɔ̀bà,íŋgá_nɔ́nà nìcɔ́lɔ̀ nd̪ɔ̀bà,1,2
1882,ingganona nicolo,HH20211004,55.999,1.88,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] brown.squirrel[NOM,PL]",ŋgá nɔn ŋ̀cɔ́lɔ̀,íŋgá_nɔ́nà nìcɔ́lɔ̀,1,1
1883,ingganona nguwo teweni,HH05212021-1,1268.312,3.3,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] dress/shirt/cloth[NOM,PL] now[]",ŋgá nɔn lúgɔ́ t̪ɔ́wɜ̀nì,íŋgá_nɔ́nà ŋúɔ́ t̪ɔ́wɜ̀nì,1,3
1884,ingganona ngutu ndoba,HH20220726-1,2306.23,1.7000000000000002,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] fist/hut[NOM,PL] tomorrow[]",ŋgá nɔn lʊ̀tú nd̪ɔ̀bà,íŋgá_nɔ́nà ŋʊ̀tú nd̪ɔ̀bà,1,3
1885,ingganona ngutu,HH20220326-3,898.495,1.76,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] fist/hut[NOM,PL]",ŋgá nɔn lʊ̀tú,íŋgá_nɔ́nà ŋʊ̀tú,1,3
1886,ingganona ngutosa ndoba,HH20220828,111.365,2.34,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.of.hand[ACC,PL] tomorrow[]",ŋgá nɔn tòsò nd̪ɔ̀bà,íŋgá_nɔ́nà ŋʊ̀tòsà nd̪ɔ̀bà,1,3
1887,dondo dangacine aprina unere,HH20221024,877.685,2.09,0,tic,Himidan,"gourd[NOM,SG] aux give-pass[CLÐ,IT,PFV,aux] boy[ACC,SG,left_h] yesterday[]",ðɔ̀ndɔ̀ ŋgá ŋac-in àpɾí ùnɛ́ɾɛ́,ðɔ̀ndɔ̀ ðà_ŋácìnɛ̀ ápɾíɲá ùnɛ́ɾɛ́,1,1
1888,dondo dangacine aprina,HH20221024,685.405,2.36,0,tic,Himidan,"gourd[NOM,SG] aux give-pass[CLÐ,IT,PFV,aux] boy[ACC,SG,left_h]",ðɔ̀ndɔ̀ ŋgá ŋac-in àpɾí,ðɔ̀ndɔ̀ ðà_ŋácìnɛ̀ ápɾíɲá,1,3
1889,dondo d@ngacino aprina,HH20221024,642.935,2.87,0,tic,Himidan,"gourd[NOM,SG] give-pass[CLÐ,VENT,PFV] boy[ACC,SG,left_h]",ðɔ̀ndɔ̀ ŋac-in àpɾí,ðɔ̀ndɔ̀ ðə̀ŋàcìnɔ́ ápɾíɲá,1,2
1890,ingganona numo ndoba,HH20220714,182.985,1.94,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bell[ACC,PL] tomorrow[]",ŋgá nɔn ʊ̀mí nd̪ɔ̀bà,íŋgá_nɔ́nà nʊ̀mɔ́ nd̪ɔ̀bà,1,3
1891,ingganona numo,HH20220326-2,306.471,1.79,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bell[ACC,PL]",ŋgá nɔn ʊ̀mí,íŋgá_nɔ́nà nʊ̀mɔ́,1,3
1892,ingganona numi,HH20220326-4,201.13,1.66,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] fish[NOM,PL]",ŋgá nɔn ʊ̀mì,íŋgá_nɔ́nà nʊ̀mì,1,3
1893,ingganona numboro,HH20220326-3,932.915,1.85,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] calf[NOM,PL]",ŋgá nɔn ŋʊ̀mbòɽó,íŋgá_nɔ́nà ɲʊ̀mbòɽó,1,3
1894,ingganona numb@ro ndoba,HH20220726-1,2340.13,2.06,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] calf[ACC,PL] tomorrow[]",ŋgá nɔn ŋʊ̀mbòɽó nd̪ɔ̀bà,íŋgá_nɔ́nà ɲʊ̀mbə́ɽó nd̪ɔ̀bà,1,3
1895,ingganona nujele,HH20220326-5,906.67,2.09,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] shadow/photo[NOM,PL,left_h]",ŋgá nɔn ùjɛ̀l,íŋgá_nɔ́nà nújɛ̀l,1,3
1896,ingganona nuj@le ndoba,HH20220828,649.385,1.95,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] shadow/photo[ACC,SG] tomorrow[]",ŋgá nɔn ùjɛ̀l nd̪ɔ̀bà,íŋgá_nɔ́nà újə́lɛ́ nd̪ɔ̀bà,1,3
1897,ingganona noron ndoba,HH20211004,658.845,1.867,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] black.squirrel[NOM,PL] tomorrow[]",ŋgá nɔn ŋòɽón nd̪ɔ̀bà,íŋgá_nɔ́nà ɲòɽón nd̪ɔ̀bà,1,2
1898,ingganona noni ndoba,HH20220726-1,2675.88,1.85,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.leaf.basket[NOM,PL] tomorrow[]",ŋgá nɔn ònì nd̪ɔ̀bà,íŋgá_nɔ́nà nònì nd̪ɔ̀bà,1,3
1899,ingganona noni,HH20220326-4,233.43,1.76,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.leaf.basket[NOM,PL]",ŋgá nɔn ònì,íŋgá_nɔ́nà nònì,1,6
1900,ingganona nomna ndoba,HH20220828,86.46,2.11,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] enemy[ACC,PL] tomorrow[]",ŋgá nɔn ɔ̀mnɛ́ nd̪ɔ̀bà,íŋgá_nɔ́nà nɔ̀mná nd̪ɔ̀bà,1,3
1901,ingganona nomna,HH20220326-5,147.39,1.86,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] enemy[ACC,PL]",ŋgá nɔn ɔ̀mnɛ́,íŋgá_nɔ́nà nɔ̀mná,1,3
1902,ingganona nomi ndoba,HH20220726-1,2653.425,1.97,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] fish[ACC,PL] tomorrow[]",ŋgá nɔn ʊ̀mì nd̪ɔ̀bà,íŋgá_nɔ́nà nòmì nd̪ɔ̀bà,1,3
1903,ingganona ode ndoba,HH20220925,361.435,2.08,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] gazelle/antelope[NOM,SG] tomorrow[]",ŋgá nɔn ùðɛ̀ nd̪ɔ̀bà,íŋgá_nɔ́nà ùðɛ̀ nd̪ɔ̀bà,1,2
1904,ingganona nurine ndoba,HH20220714,83.11,2.13,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] axe[ACC,PL] tomorrow[]",ŋgá nɔn ŋúɽî nd̪ɔ̀bà,íŋgá_nɔ́nà ɲúɽíɲɛ́ nd̪ɔ̀bà,1,3
1905,ingganona nurine,HH20220326-2,142.166,1.73,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] axe[ACC,PL]",ŋgá nɔn ŋúɽî,íŋgá_nɔ́nà ɲúɽíɲɛ́,1,2
1906,dora d@rlando laru unere,HH20220719-1,1879.804,2.238,0,tic,Himidan,"fence[NOM,SG] close[CLÐ,VENT,PFV] chicken/hen[NOM,PL] yesterday[]",ðɔ̂ɾà ɾland âɾò ùnɛ́ɾɛ́,ðɔ̂ɾà ðə̀ɾ̀làndɔ́ lâɾò ùnɛ́ɾɛ́,1,4
1907,dora d@rlando aru unere,HH20220719-1,1860.892,2.244,0,tic,Himidan,"fence[NOM,SG] close[CLÐ,VENT,PFV] chicken/hen[NOM,SG] yesterday[]",ðɔ̂ɾà ɾland âɾò ùnɛ́ɾɛ́,ðɔ̂ɾà ðə̀ɾ̀làndɔ́ âɾò ùnɛ́ɾɛ́,1,2
1908,dora d@c@lo,HH20220326-4,649.92,1.56,0,tic,Himidan,"fence[NOM,SG] good[CLÐ]",ðɔ̂ɾà icəlo,ðɔ̂ɾà ðìcə̀lò,1,3
1909,dongongno dic@lo,HH20230608,381.593,1.602,0,tic,Himidan,"rest[CLÐ,INF] good[CLÐ]",ɔŋɔŋɔn icəlo,ðɔ́ŋɔ́ŋɔ́nɔ́ ðìcə̀lò,1,2
1910,dongongnijo kukungu dic@lo,HH20230503,2074.89,2.27,0,tic,Himidan,"help[CLÐ,INF] 1st.born.male.child[ACC,SG] good[CLÐ]",ɔŋɔŋɔnij kúkù icəlo,ðɔ́ŋɔ́ŋɔ́níjɔ́ kúkùŋú ðìcə̀lò,1,2
1911,dongdo rro,HH20220326-1,298.8,1.36,0,tic,Himidan,"push[VENT,IPFV,left_h] goat[NOM,SG]",dɔŋð r̀ɽò,dɔ́ŋðɔ́ r̀ɽò,1,3
1912,dongdo ale,HH20210810,975.314,1.733,0,tic,Himidan,"push[VENT,IPFV,left_h] stone[ACC,SG]",dɔŋð âl,dɔ́ŋðɔ́ álɛ́,1,2
1913,dongdato l@vavra dun,HH20220805-2,1846.89,2.14,0,tic,Himidan,"push-loc[IT,IMP] bicycle[ACC,SG] home[NOM,SG]",dɔŋð-at̪ lə̀vàvɾì dún,dɔ́ŋðát̪ɔ́ lə̀vàvɾà dún,1,3
1914,dongdata l@vavra dun,HH20220805-2,1870.21,1.8,0,tic,Himidan,"push-loc[VENT,IMP] bicycle[ACC,SG] home[NOM,SG]",dɔŋð-at̪ lə̀vàvɾì dún,dɔ̀ŋðàt̪á lə̀vàvɾà dún,1,2
1915,dongda rro,HH20220326-1,306.16,1.29,0,tic,Himidan,"push[VENT,IMP] goat[NOM,SG]",dɔŋð r̀ɽò,dɔ̀ŋðá r̀ɽò,1,3
1916,dongda ale,HH20210810,991.059,1.52,0,tic,Himidan,"push[VENT,IMP] stone[ACC,SG]",dɔŋð âl,dɔ̀ŋðá álɛ́,1,2
1917,dondo dic@lo,HH20230420-2-Zoom,3338.337,1.689,0,tic,Himidan,"gourd[NOM,SG] good[CLÐ]",ðɔ̀ndɔ̀ icəlo,ðɔ̀ndɔ̀ ðìcə̀lò,1,2
1918,dondo dengacino aprina,HH20221024,655.91,3.81,0,tic,Himidan,"gourd[NOM,SG] give-pass[CLÐ,VENT,PFV] boy[ACC,SG,left_h]",ðɔ̀ndɔ̀ ŋac-in àpɾí,ðɔ̀ndɔ̀ ðə̀ŋàcìnɔ́ ápɾíɲá,1,1
1919,ingganona orode,HH20220326-5,872.184,1.98,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] curse[ACC,SG]",ŋgá nɔn ɔ́rɔ̂ð,íŋgá_nɔ́nà ɔ́ɾɔ́ðɛ́,1,3
1920,ingganona orine ndoba,HH20220726-1,2510.62,1.76,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] body.of.water[ACC,SG] tomorrow[]",ŋgá nɔn ɔ̀ɾì nd̪ɔ̀bà,íŋgá_nɔ́nà ɔ́ɾíɲɛ́ nd̪ɔ̀bà,1,6
1921,ingganona ori ndoba,HH20220726-1,2495.45,1.8,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] body.of.water[NOM,SG] tomorrow[]",ŋgá nɔn ɔ̀ɾì nd̪ɔ̀bà,íŋgá_nɔ́nà ɔ̀ɾì nd̪ɔ̀bà,1,3
1922,ingganona ori,HH20220326-4,126.89,1.76,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] body.of.water[NOM,SG]",ŋgá nɔn ɔ̀ɾì,íŋgá_nɔ́nà ɔ̀ɾì,1,3
1923,ingganona orata ndoba,HH20220726-1,2473.98,1.97,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] light[NOM,SG] tomorrow[]",ŋgá nɔn ɔ̀ɽàt̪à nd̪ɔ̀bà,íŋgá_nɔ́nà ɔ̀ɽàt̪à nd̪ɔ̀bà,1,3
1924,ingganona orata,HH20220326-4,104.59,1.9,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] light[NOM,SG]",ŋgá nɔn ɔ̀ɽàt̪à,íŋgá_nɔ́nà ɔ̀ɽàt̪à,1,3
1925,ingganona ora ndoba,HH20220224,9.41,2.08,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] sibling[ACC,SG] tomorrow[]",ŋgá nɔn àɾò nd̪ɔ̀bà,íŋgá_nɔ́nà òɾà nd̪ɔ̀bà,1,3
1926,ingganona oni ndoba,HH20220726-1,2667.97,1.73,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.leaf.basket[NOM,SG] tomorrow[]",ŋgá nɔn ònì nd̪ɔ̀bà,íŋgá_nɔ́nà ònì nd̪ɔ̀bà,1,3
1927,ingganona oni,HH20220326-4,225.86,1.6800000000000002,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.leaf.basket[NOM,SG]",ŋgá nɔn ònì,íŋgá_nɔ́nà ònì,1,6
1928,ingganona omna ndoba,HH20220828,77.21,2.26,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] enemy[ACC,SG] tomorrow[]",ŋgá nɔn ɔ̀mnɛ́ nd̪ɔ̀bà,íŋgá_nɔ́nà ɔ̀mná nd̪ɔ̀bà,1,3
1929,ingganona omna,HH20220326-5,139.31,1.97,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] enemy[ACC,SG]",ŋgá nɔn ɔ̀mnɛ́,íŋgá_nɔ́nà ɔ̀mná,1,3
1930,ingganona omi ndoba,HH20220726-1,2645.83,1.74,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] fish[ACC,SG] tomorrow[]",ŋgá nɔn ʊ̀mì nd̪ɔ̀bà,íŋgá_nɔ́nà òmì nd̪ɔ̀bà,1,3
1931,ingganona ola ndoba,HH20220726-1,3088.71,2.0,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] domestic.animal/body.hair[NOM,PL] tomorrow[]",ŋgá nɔn ðɔ́lá(1) nd̪ɔ̀bà,íŋgá_nɔ́nà ɔ́lá nd̪ɔ̀bà,1,3
1932,ingganona ola,HH20220326-4,638.8,1.54,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] domestic.animal/body.hair[NOM,PL]",ŋgá nɔn ðɔ́lá(1),íŋgá_nɔ́nà ɔ́lá,1,3
1933,ingganona oj ndoba,HH20220726-1,2592.32,1.54,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bee/honey[NOM,SG] tomorrow[]",ŋgá nɔn ɔ́j nd̪ɔ̀bà,íŋgá_nɔ́nà ɔ́j nd̪ɔ̀bà,1,3
1934,ingganona oj,HH20220326-4,158.19,2.26,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bee/honey[NOM,SG]",ŋgá nɔn ɔ́j,íŋgá_nɔ́nà ɔ́j,1,3
1935,ingganona rro,HH20220326-4,260.0,2.0,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] goat[NOM,SG,left_h]",ŋgá nɔn r̀ɽò,íŋgá_nɔ́nà ŕɽò,1,3
1936,ingganona rri ndoba,HH20220726-1,3215.47,2.05,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] wood[ACC,PL] tomorrow[]",ŋgá nɔn ðùɽì(2) nd̪ɔ̀bà,íŋgá_nɔ́nà r̀ɽì nd̪ɔ̀bà,1,3
1937,ingganona ro ndoba,HH20211004,2318.905,2.6,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] stick[NOM,PL] tomorrow[]",ŋgá nɔn ðô nd̪ɔ̀bà,íŋgá_nɔ́nà rô nd̪ɔ̀bà,1,1
1938,ingganona rngo ndoba,HH20220726-1,2766.325,2.07,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] snake[NOM,SG] tomorrow[]",ŋgá nɔn r̀ŋɔ̀ nd̪ɔ̀bà,íŋgá_nɔ́nà r̀ŋɔ̀ nd̪ɔ̀bà,1,3
1939,ingganona rngo,HH20220326-4,295.32,1.8,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] snake[NOM,SG,left_h]",ŋgá nɔn r̀ŋɔ̀,íŋgá_nɔ́nà ŕŋɔ̀,1,3
1940,ingganona rmanna ndoba,HH20220714,60.405,2.17,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] leg/foot[ACC,PL] tomorrow[]",ŋgá nɔn ðə̀màn nd̪ɔ̀bà,íŋgá_nɔ́nà r̀mànɲà nd̪ɔ̀bà,1,3
1941,ingganona rmana,HH20220326-2,106.321,1.59,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] hurt[CLR,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ,left_h]",ŋgá nɔn um,íŋgá_nɔ́nà rúmáɲà,1,3
1942,ingganona rito ndoba,HH20230516,2549.68,1.82,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.tree[ACC,SG] tomorrow[]",ŋgá nɔn ɽìt̪ì nd̪ɔ̀bà,íŋgá_nɔ́nà ɽìt̪ɔ̀ nd̪ɔ̀bà,1,3
1943,ingganona redu ndoba,HH20230420-4,168.1,2.06,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] kigelia.africana[NOM,PL] tomorrow[]",ŋgá nɔn ðɛ̀dú nd̪ɔ̀bà,íŋgá_nɔ́nà rɛ̀dú nd̪ɔ̀bà,1,1
1944,ingganona re ndoba,HH20211004,1063.116,3.634,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] hand[NOM,PL] tomorrow[]",ŋgá nɔn ðé nd̪ɔ̀bà,íŋgá_nɔ́nà ré nd̪ɔ̀bà,1,2
1945,ingganona rdu ndoba,HH20230420-4,171.26,1.81,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] have[VENT,IPFV] tomorrow[]",ŋgá nɔn rd nd̪ɔ̀bà,íŋgá_nɔ́nà r̀dɔ́ nd̪ɔ̀bà,1,1
1946,ingganona rde ndoba,HH20230516,2610.98,2.14,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] meat/vegetable/prey[NOM,SG] tomorrow[]",ŋgá nɔn r̀ðɛ̀ nd̪ɔ̀bà,íŋgá_nɔ́nà r̀ðɛ̀ nd̪ɔ̀bà,1,2
1947,ingganona r@ri ndoba,HH20230420-3,545.32,1.73,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] wound[NOM,PL] tomorrow[]",ŋgá nɔn ðɜ́ɽí nd̪ɔ̀bà,íŋgá_nɔ́nà rɛ́ɽí nd̪ɔ̀bà,1,2
1948,ingganona oruwele ndoba,HH20220828,514.57,2.17,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] monkey[ACC,SG] tomorrow[]",ŋgá nɔn òɽùwɛ́l nd̪ɔ̀bà,íŋgá_nɔ́nà òɽùwɛ́lɛ́ nd̪ɔ̀bà,1,3
1949,ingganona oruwele,HH20220326-5,747.835,1.76,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] monkey[ACC,SG]",ŋgá nɔn òɽùwɛ́l,íŋgá_nɔ́nà òɽùwɛ́lɛ́,1,3
1950,ingganona orode ndoba,HH20220828,619.125,1.95,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] curse[ACC,SG] tomorrow[]",ŋgá nɔn ɔ́rɔ̂ð nd̪ɔ̀bà,íŋgá_nɔ́nà ɔ́ɾɔ́ðɛ́ nd̪ɔ̀bà,1,4
1951,ingganona ulo,HH20220326-4,465.19,1.6,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] flour[NOM,SG]",ŋgá nɔn ùlɔ́,íŋgá_nɔ́nà ùlɔ́,1,3
1952,ingganona ulingge ndoba,HH20220726-1,2880.615,1.97,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] night[NOM,SG] tomorrow[]",ŋgá nɔn ùlíŋgɛ́ nd̪ɔ̀bà,íŋgá_nɔ́nà ùlíŋgɛ́ nd̪ɔ̀bà,1,3
1953,ingganona ulingge,HH20220326-4,445.56,2.04,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] night[NOM,SG]",ŋgá nɔn ùlíŋgɛ́,íŋgá_nɔ́nà ùlíŋgɛ́,1,3
1954,ingganona ujele,HH20220326-5,899.245,1.96,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] shadow/photo[ACC,SG]",ŋgá nɔn ùjɛ̀l,íŋgá_nɔ́nà újə́lɛ́,1,3
1955,ingganona uj@le ndoba,HH20220828,640.135,1.71,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] shadow/photo[ACC,SG] tomorrow[]",ŋgá nɔn ùjɛ̀l nd̪ɔ̀bà,íŋgá_nɔ́nà újə́lɛ́ nd̪ɔ̀bà,1,3
1956,ingganona tosa ndoba,HH20220828,102.24,1.91,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.of.hand[ACC,SG] tomorrow[]",ŋgá nɔn tòsò nd̪ɔ̀bà,íŋgá_nɔ́nà tòsà nd̪ɔ̀bà,1,3
1957,ingganona tosa,HH20220326-5,174.795,1.91,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] palm.of.hand[ACC,SG]",ŋgá nɔn tòsò,íŋgá_nɔ́nà tòsà,1,3
1958,ingganona tolina towani,HH08212020-2,1883.096,2.043,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] lion[ACC,SG] now[]",ŋgá nɔn t̪òlé t̪ɔ́wɜ̀nì,íŋgá_nɔ́nà t̪òlèɲá t̪ɔ́wɜ̀nì,1,7
1959,ingganona tolina,HH08212020-2,1868.264,2.395,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] lion[ACC,SG]",ŋgá nɔn t̪òlé,íŋgá_nɔ́nà t̪òlèɲá,1,1
1960,ingganona ta ndoba,HH20220726-1,2818.91,1.65,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] head[NOM,SG] tomorrow[]",ŋgá nɔn tá nd̪ɔ̀bà,íŋgá_nɔ́nà tá nd̪ɔ̀bà,1,3
1961,ingganona ta,HH20220326-4,348.86,1.86,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] head[NOM,SG]",ŋgá nɔn tá,íŋgá_nɔ́nà tá,1,3
1962,ingganona suru ndoba,HH20220726-1,2787.345,1.78,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] beer/wine[NOM,SG] tomorrow[]",ŋgá nɔn súɽú nd̪ɔ̀bà,íŋgá_nɔ́nà súɽú nd̪ɔ̀bà,1,3
1963,ingganona suru,HH20220326-4,322.91,1.54,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] beer/wine[NOM,SG]",ŋgá nɔn súɽú,íŋgá_nɔ́nà súɽú,1,3
1964,ingganona soringgo ndoba,HH20230516,2492.62,2.24,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] donkey.DIM[NOM,SG] tomorrow[]",ŋgá nɔn sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,íŋgá_nɔ́nà sɔ̀ɽíŋgɔ́ nd̪ɔ̀bà,1,3
1965,ingganona ruri,HH20220326-4,754.35,1.7000000000000002,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] wood[ACC,PL]",ŋgá nɔn ðùɽì(2),íŋgá_nɔ́nà r̀ɽì,1,3
1966,ingganona rro ndoba,HH20220726-1,2746.54,1.81,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] goat[NOM,SG] tomorrow[]",ŋgá nɔn r̀ɽò nd̪ɔ̀bà,íŋgá_nɔ́nà r̀ɽò nd̪ɔ̀bà,1,3
1967,inggar@ngata,HH07312020-Audacity,2091.723,1.831,0,tic,Himidan,"aux fetch[CLG,IT,IPFV,1SG.SBJ,aux]",ŋgá aɽəŋat̪,íŋgá_áɽə̀ŋàt̪à,1,1
1968,ingganona wen ndoba,HH20220726-1,2975.73,1.46,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] parent/child-in-law[] tomorrow[]",ŋgá nɔn ùn nd̪ɔ̀bà,íŋgá_nɔ́nà ùn nd̪ɔ̀bà,1,3
1969,ingganona wen,HH20220326-4,521.57,1.7000000000000002,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] parent/child-in-law[]",ŋgá nɔn ùn,íŋgá_nɔ́nà ùn,1,3
1970,ingganona uruwo ndoba,HH20220726-1,2858.68,2.08,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bird.sp./spirit/dream[NOM,SG] tomorrow[]",ŋgá nɔn ùɽùwɔ̀ nd̪ɔ̀bà,íŋgá_nɔ́nà ùɽùwɔ̀ nd̪ɔ̀bà,1,3
1971,ingganona uruwo,HH20220326-4,419.55,1.6,0,tic,Himidan,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] bird.sp./spirit/dream[NOM,SG]",ŋgá nɔn ùɽùwɔ̀,íŋgá_nɔ́nà ùɽùwɔ̀,1,3
